State,Year,Quarter,HPI
MO,2010,1,277.3
MO,2010,2,275.45
MO,2010,3,278.37
MO,2010,4,276.58
MO,2011,1,269.55
MO,2011,2,265.42
MO,2011,3,269.15
MO,2011,4,270.45
MO,2012,1,268.07
MO,2012,2,265.53
MO,2012,3,268.48
MO,2012,4,268.8
MO,2013,1,267.66
MO,2013,2,268.54
MO,2013,3,268.99
MO,2013,4,268.39
MO,2014,1,268.95
MO,2014,2,273.67
MO,2014,3,275.97
MO,2014,4,278.47
MO,2015,1,280.67
MO,2015,2,282.88
MO,2015,3,285.67
MO,2015,4,288.78
MO,2016,1,291.17
MO,2016,2,295.03
MO,2016,3,299.69
MO,2016,4,301.17
MO,2017,1,302.4
MO,2017,2,308.77
MO,2017,3,312.39
MO,2017,4,314.82
MO,2018,1,319.48
MO,2018,2,324.53
MO,2018,3,327.82
MO,2018,4,330.56
MO,2019,1,333.31
MO,2019,2,339.52
MO,2019,3,343.54
MO,2019,4,348.09
MO,2020,1,351.79
MO,2020,2,354.42
MO,2020,3,361.09
MO,2020,4,368.38
MO,2021,1,375.14
MO,2021,2,398.7
MO,2021,3,416.04
MO,2021,4,427.49
MS,1975,1,75.26
MS,1975,2,72.17
MS,1975,3,72.61
MS,1975,4,73.15
MS,1976,1,73.09
MS,1976,2,74.69
MS,1976,3,71.97
MS,1976,4,83.38
MS,1977,1,75.15
MS,1977,2,77.27
MS,1977,3,78.33
MS,1977,4,85.97
MS,1978,1,86.68
MS,1978,2,87.99
MS,1978,3,92.96
MS,1978,4,90.44
MS,1979,1,99.06
MS,1979,2,101.83
MS,1979,3,106.56
MS,1979,4,93.05
MS,1980,1,100
MS,1980,2,96.86
MS,1980,3,104.29
MS,1980,4,104.55
MS,1981,1,94.14
MS,1981,2,115.23
MS,1981,3,107.47
MS,1981,4,93.58
MS,1982,1,103.1
MS,1982,2,104.69
MS,1982,3,108.55
MS,1982,4,108.39
MS,1983,1,112.49
MS,1983,2,112.67
MS,1983,3,110.61
MS,1983,4,115.67
MS,1984,1,118.51
MS,1984,2,115.32
MS,1984,3,113.01
MS,1984,4,114.42
MS,1985,1,120.09
MS,1985,2,122.14
MS,1985,3,122.85
MS,1985,4,122.87
MS,1986,1,123.95
MS,1986,2,125.97
MS,1986,3,124.14
MS,1986,4,124.82
MS,1987,1,126.25
MS,1987,2,126.19
MS,1987,3,124.45
MS,1987,4,123.65
MS,1988,1,122.45
MS,1988,2,124.27
MS,1988,3,122.13
MS,1988,4,124.1
MS,1989,1,119.66
MS,1989,2,123.69
MS,1989,3,125.97
MS,1989,4,124.85
MS,1990,1,126.46
MS,1990,2,124.63
MS,1990,3,125.94
MS,1990,4,124.75
MS,1991,1,127.34
MS,1991,2,126.19
MS,1991,3,126.54
MS,1991,4,129.85
MS,1992,1,131.57
MS,1992,2,131.72
MS,1992,3,132.66
MS,1992,4,133.13
MS,1993,1,133.68
MS,1993,2,135.82
MS,1993,3,137.59
MS,1993,4,138.55
MS,1994,1,140.82
MS,1994,2,142.89
MS,1994,3,144.24
MS,1994,4,146.65
MS,1995,1,146.72
MS,1995,2,149.78
MS,1995,3,152.19
MS,1995,4,153.9
MS,1996,1,154.8
MS,1996,2,155.56
MS,1996,3,158.54
MS,1996,4,159.56
MS,1997,1,160.1
MS,1997,2,161.2
MS,1997,3,163.65
MS,1997,4,166.06
MS,1998,1,168.06
MS,1998,2,170.69
MS,1998,3,172.29
MS,1998,4,173.99
MS,1999,1,176.31
MS,1999,2,178.71
MS,1999,3,179.51
MS,1999,4,179.33
MS,2000,1,181.23
MS,2000,2,182.52
MS,2000,3,185.27
MS,2000,4,186.61
MS,2001,1,191.34
MS,2001,2,192.56
MS,2001,3,194.43
MS,2001,4,196.09
MS,2002,1,196.75
MS,2002,2,196.08
MS,2002,3,199.72
MS,2002,4,201.68
MS,2003,1,202.93
MS,2003,2,204.56
MS,2003,3,205.62
MS,2003,4,207.16
MS,2004,1,209.21
MS,2004,2,211.44
MS,2004,3,214.31
MS,2004,4,217.23
MS,2005,1,218.55
MS,2005,2,222.9
MS,2005,3,227.47
MS,2005,4,232.58
MS,2006,1,236.4
MS,2006,2,243.34
MS,2006,3,248.04
MS,2006,4,252.56
MS,2007,1,256.37
MS,2007,2,256.41
MS,2007,3,256.44
MS,2007,4,259.85
MS,2008,1,260.14
MS,2008,2,258.05
MS,2008,3,253.39
MS,2008,4,255.88
MS,2009,1,256.74
MS,2009,2,254.21
MS,2009,3,249.35
MS,2009,4,247.95
MS,2010,1,245.25
MS,2010,2,242.03
MS,2010,3,244.93
MS,2010,4,243.1
MS,2011,1,237.98
MS,2011,2,237.94
MS,2011,3,240.2
MS,2011,4,241.56
MS,2012,1,239.08
MS,2012,2,237.74
MS,2012,3,240
MS,2012,4,238.46
MS,2013,1,238.81
MS,2013,2,238.34
MS,2013,3,238.98
MS,2013,4,237.37
MS,2014,1,239.56
MS,2014,2,239.83
MS,2014,3,242.3
MS,2014,4,245
MS,2015,1,246.91
MS,2015,2,247.14
MS,2015,3,250.16
MS,2015,4,251.53
MS,2016,1,252.68
MS,2016,2,254.15
MS,2016,3,255.23
MS,2016,4,259.74
MS,2017,1,259.26
MS,2017,2,259.54
MS,2017,3,262.15
MS,2017,4,263.83
MS,2018,1,266.44
MS,2018,2,266.17
MS,2018,3,267.42
MS,2018,4,269.62
MS,2019,1,272.77
MS,2019,2,276.16
MS,2019,3,279.35
MS,2019,4,280.6
MS,2020,1,284.99
MS,2020,2,285.19
MS,2020,3,289.28
MS,2020,4,294.69
MS,2021,1,298.64
MS,2021,2,309.48
MS,2021,3,326.4
MS,2021,4,336.48
MT,1975,1,57.3
MT,1975,2,56.57
MT,1975,3,59.48
MT,1975,4,58.49
MT,1976,1,59.96
MT,1976,2,65.47
MT,1976,3,65.09
MT,1976,4,65.62
MT,1977,1,66.4
MT,1977,2,72.26
MT,1977,3,76.96
MT,1977,4,80.16
MT,1978,1,90.58
MT,1978,2,89.88
MT,1978,3,90.06
MT,1978,4,92.74
MT,1979,1,94.92
MT,1979,2,100.17
MT,1979,3,97.23
MT,1979,4,104.31
MT,1980,1,100
MT,1980,2,93.34
MT,1980,3,107.9
MT,1980,4,102.57
MT,1981,1,95.89
MT,1981,2,102.35
MT,1981,3,114.38
MT,1981,4,100.49
MT,1982,1,105.51
MT,1982,2,113.98
MT,1982,3,100.94
MT,1982,4,113.57
MT,1983,1,99.21
MT,1983,2,105.22
MT,1983,3,110.66
MT,1983,4,114.87
MT,1984,1,123.72
MT,1984,2,121.09
MT,1984,3,115.92
MT,1984,4,112.73
MT,1985,1,116.23
MT,1985,2,110.54
MT,1985,3,116.46
MT,1985,4,118.84
MT,1986,1,118.11
MT,1986,2,114.75
MT,1986,3,115.77
MT,1986,4,116.07
MT,1987,1,110.67
MT,1987,2,113.3
MT,1987,3,111.55
MT,1987,4,105.54
MT,1988,1,110.1
MT,1988,2,110.94
MT,1988,3,114.24
MT,1988,4,113.4
MT,1989,1,111.63
MT,1989,2,112.57
MT,1989,3,115.26
MT,1989,4,116.72
MT,1990,1,115.09
MT,1990,2,117.08
MT,1990,3,121.94
MT,1990,4,122.35
MT,1991,1,120.41
MT,1991,2,124.46
MT,1991,3,126.5
MT,1991,4,131.05
MT,1992,1,133.03
MT,1992,2,135.3
MT,1992,3,139
MT,1992,4,143.44
MT,1993,1,145.99
MT,1993,2,150.11
MT,1993,3,152.74
MT,1993,4,157.84
MT,1994,1,160.19
MT,1994,2,167.04
MT,1994,3,171.08
MT,1994,4,172.26
MT,1995,1,173.95
MT,1995,2,177.89
MT,1995,3,181.79
MT,1995,4,182.69
MT,1996,1,185.42
MT,1996,2,187.48
MT,1996,3,189.7
MT,1996,4,190.53
MT,1997,1,190.89
MT,1997,2,191.93
MT,1997,3,194.3
MT,1997,4,197.83
MT,1998,1,199.3
MT,1998,2,199.09
MT,1998,3,200.75
MT,1998,4,202.94
MT,1999,1,202.8
MT,1999,2,205.01
MT,1999,3,207.48
MT,1999,4,207.01
MT,2000,1,209.78
MT,2000,2,211.36
MT,2000,3,214.57
MT,2000,4,217.63
MT,2001,1,221.97
MT,2001,2,224.56
MT,2001,3,226.67
MT,2001,4,228.27
MT,2002,1,233.27
MT,2002,2,235.38
MT,2002,3,239.88
MT,2002,4,242.17
MT,2003,1,244.73
MT,2003,2,249.75
MT,2003,3,255.32
MT,2003,4,262.02
MT,2004,1,266.52
MT,2004,2,273.12
MT,2004,3,282.58
MT,2004,4,289.18
MT,2005,1,296.4
MT,2005,2,308.28
MT,2005,3,317.38
MT,2005,4,327.82
MT,2006,1,334.5
MT,2006,2,344.88
MT,2006,3,353.48
MT,2006,4,360.28
MT,2007,1,367.02
MT,2007,2,372.15
MT,2007,3,375.75
MT,2007,4,378.22
MT,2008,1,381.95
MT,2008,2,379.77
MT,2008,3,373.85
MT,2008,4,377.45
MT,2009,1,379.13
MT,2009,2,374.2
MT,2009,3,365.29
MT,2009,4,362.72
MT,2010,1,356.04
MT,2010,2,352.09
MT,2010,3,356.81
MT,2010,4,355.67
MT,2011,1,344.71
MT,2011,2,343.69
MT,2011,3,344.84
MT,2011,4,346.59
MT,2012,1,348.43
MT,2012,2,347.74
MT,2012,3,351.17
MT,2012,4,355.89
MT,2013,1,359.05
MT,2013,2,361.67
MT,2013,3,366.64
MT,2013,4,367.14
MT,2014,1,371.59
MT,2014,2,373.87
MT,2014,3,382.11
MT,2014,4,384.23
MT,2015,1,386.98
MT,2015,2,393.05
MT,2015,3,396.26
MT,2015,4,400.35
MT,2016,1,403.94
MT,2016,2,406.03
MT,2016,3,412.45
MT,2016,4,414.5
MT,2017,1,421.74
MT,2017,2,426.19
MT,2017,3,434.68
MT,2017,4,436.7
MT,2018,1,443.92
MT,2018,2,452.58
MT,2018,3,457.74
MT,2018,4,463.09
MT,2019,1,465.22
MT,2019,2,474.7
MT,2019,3,481.84
MT,2019,4,488
MT,2020,1,494.63
MT,2020,2,495.82
MT,2020,3,510.23
MT,2020,4,526.7
MT,2021,1,544.04
MT,2021,2,585.38
MT,2021,3,628.44
MT,2021,4,657.25
NC,1975,1,66
NC,1975,2,67.07
NC,1975,3,68.98
NC,1975,4,70.49
NC,1976,1,68.59
NC,1976,2,69.83
NC,1976,3,70.63
NC,1976,4,70.71
NC,1977,1,75.07
NC,1977,2,73.99
NC,1977,3,76.74
NC,1977,4,81.58
NC,1978,1,82.95
NC,1978,2,83.01
NC,1978,3,86.72
NC,1978,4,87.22
NC,1979,1,90.06
NC,1979,2,91.61
NC,1979,3,96.12
NC,1979,4,96.23
NC,1980,1,100
NC,1980,2,98.78
NC,1980,3,101.21
NC,1980,4,102.41
NC,1981,1,106.04
NC,1981,2,106.07
NC,1981,3,105.95
NC,1981,4,104.44
NC,1982,1,106.68
NC,1982,2,109.52
NC,1982,3,107.53
NC,1982,4,112.01
NC,1983,1,112.87
NC,1983,2,111.25
NC,1983,3,114.07
NC,1983,4,115.45
NC,1984,1,118.13
NC,1984,2,122.36
NC,1984,3,121.71
NC,1984,4,124.96
NC,1985,1,127.81
NC,1985,2,130.2
NC,1985,3,133.04
NC,1985,4,134.83
NC,1986,1,136.01
NC,1986,2,138.64
NC,1986,3,141.09
NC,1986,4,142.86
NC,1987,1,145.61
NC,1987,2,147.15
NC,1987,3,149.63
NC,1987,4,150.63
NC,1988,1,151.73
NC,1988,2,154.12
NC,1988,3,155.7
NC,1988,4,156.28
NC,1989,1,156.76
NC,1989,2,157.57
NC,1989,3,160.36
NC,1989,4,160.84
NC,1990,1,161.17
NC,1990,2,161.58
NC,1990,3,163.04
NC,1990,4,162.96
NC,1991,1,163.92
NC,1991,2,165.1
NC,1991,3,165.48
NC,1991,4,167.81
NC,1992,1,168.88
NC,1992,2,169.22
NC,1992,3,171.28
NC,1992,4,172.05
NC,1993,1,172.5
NC,1993,2,173.99
NC,1993,3,175.83
NC,1993,4,177.25
NC,1994,1,178.88
NC,1994,2,181.7
NC,1994,3,184.13
NC,1994,4,186.32
NC,1995,1,187.84
NC,1995,2,190.51
NC,1995,3,193.69
NC,1995,4,195.55
NC,1996,1,197.92
NC,1996,2,199.63
NC,1996,3,202.05
NC,1996,4,203.62
NC,1997,1,206.18
NC,1997,2,208.79
NC,1997,3,211.63
NC,1997,4,214.68
NC,1998,1,217.41
NC,1998,2,218.92
NC,1998,3,222.15
NC,1998,4,224.25
NC,1999,1,226.2
NC,1999,2,228.56
NC,1999,3,229.9
NC,1999,4,231
NC,2000,1,233.01
NC,2000,2,235.96
NC,2000,3,238.97
NC,2000,4,241.6
NC,2001,1,246.84
NC,2001,2,249.04
NC,2001,3,251
NC,2001,4,253.29
NC,2002,1,254.85
NC,2002,2,255.93
NC,2002,3,259.47
NC,2002,4,261.21
NC,2003,1,263.38
NC,2003,2,265.11
NC,2003,3,266.43
NC,2003,4,268.84
NC,2004,1,271.88
NC,2004,2,274.39
NC,2004,3,277.28
NC,2004,4,282.01
NC,2005,1,286.5
NC,2005,2,290.32
NC,2005,3,296.9
NC,2005,4,303.18
NC,2006,1,308.18
NC,2006,2,312.39
NC,2006,3,317.67
NC,2006,4,323.44
NC,2007,1,328.61
NC,2007,2,331.74
NC,2007,3,333.04
NC,2007,4,335.59
NC,2008,1,338.4
NC,2008,2,337.77
NC,2008,3,333.8
NC,2008,4,333.6
NC,2009,1,337.38
NC,2009,2,331.64
NC,2009,3,323.9
NC,2009,4,320.07
NC,2010,1,314.73
NC,2010,2,312.21
NC,2010,3,314.27
NC,2010,4,312.52
NC,2011,1,305.51
NC,2011,2,299.37
NC,2011,3,300.81
NC,2011,4,302.03
NC,2012,1,297.74
NC,2012,2,294.24
NC,2012,3,297.28
NC,2012,4,298.52
NC,2013,1,297.95
NC,2013,2,299.42
NC,2013,3,300.09
NC,2013,4,299.47
NC,2014,1,301.04
NC,2014,2,305.09
NC,2014,3,308.09
NC,2014,4,309.21
NC,2015,1,314.25
NC,2015,2,317.94
NC,2015,3,320.56
NC,2015,4,323.55
NC,2016,1,327.21
NC,2016,2,332.37
NC,2016,3,338.89
NC,2016,4,340.68
NC,2017,1,342.18
NC,2017,2,352.5
NC,2017,3,357.23
NC,2017,4,358.82
NC,2018,1,365.56
NC,2018,2,373.66
NC,2018,3,378.64
NC,2018,4,381.13
NC,2019,1,387.09
NC,2019,2,393.96
NC,2019,3,398.54
NC,2019,4,403.6
NC,2020,1,409.56
NC,2020,2,412.92
NC,2020,3,420.76
NC,2020,4,431.25
NC,2021,1,441.51
NC,2021,2,467.1
NC,2021,3,498.32
NC,2021,4,520.51
ND,1975,1,67.92
ND,1975,2,59.27
ND,1975,3,66.2
ND,1975,4,63.22
ND,1976,1,75.01
ND,1976,2,72.83
ND,1976,3,71.44
ND,1976,4,72.83
ND,1977,1,82.14
ND,1977,2,85.6
ND,1977,3,79.85
ND,1977,4,78.16
ND,1978,1,88.25
ND,1978,2,84.17
ND,1978,3,89.8
ND,1978,4,85.95
ND,1979,1,99.69
ND,1979,2,98.6
ND,1979,3,97.88
ND,1979,4,100.17
ND,1980,1,100
ND,1980,2,107.51
ND,1980,3,99.8
ND,1980,4,96.15
ND,1981,1,103.42
ND,1981,2,98.25
ND,1981,3,116.83
ND,1981,4,110.28
ND,1982,1,99.53
ND,1982,2,83.88
ND,1982,3,72.94
ND,1982,4,98.77
ND,1983,1,99.32
ND,1983,2,107.02
ND,1983,3,89.7
ND,1983,4,107.33
ND,1984,1,118.66
ND,1984,2,112.71
ND,1984,3,115.19
ND,1984,4,109.72
ND,1985,1,109.78
ND,1985,2,110.46
ND,1985,3,114.19
ND,1985,4,109.05
ND,1986,1,113.27
ND,1986,2,112.38
ND,1986,3,111.89
ND,1986,4,109.73
ND,1987,1,113.43
ND,1987,2,110.86
ND,1987,3,110.97
ND,1987,4,110.66
ND,1988,1,107.66
ND,1988,2,109.48
ND,1988,3,110.11
ND,1988,4,105.41
ND,1989,1,109.13
ND,1989,2,108.43
ND,1989,3,110.93
ND,1989,4,111.88
ND,1990,1,111.35
ND,1990,2,111.08
ND,1990,3,112.62
ND,1990,4,111.34
ND,1991,1,113.38
ND,1991,2,114.52
ND,1991,3,114.85
ND,1991,4,115.9
ND,1992,1,118.21
ND,1992,2,118.44
ND,1992,3,119.77
ND,1992,4,120.83
ND,1993,1,121.5
ND,1993,2,124.45
ND,1993,3,126.76
ND,1993,4,127.52
ND,1994,1,129.15
ND,1994,2,132.83
ND,1994,3,134.48
ND,1994,4,134.81
ND,1995,1,137.32
ND,1995,2,138.54
ND,1995,3,140.26
ND,1995,4,141.2
ND,1996,1,144.57
ND,1996,2,143.28
ND,1996,3,145.57
ND,1996,4,145.54
ND,1997,1,146.17
ND,1997,2,146.59
ND,1997,3,149.02
ND,1997,4,151.23
ND,1998,1,153.69
ND,1998,2,154.95
ND,1998,3,156.94
ND,1998,4,157.64
ND,1999,1,157.92
ND,1999,2,158.51
ND,1999,3,158.91
ND,1999,4,157.66
ND,2000,1,159.36
ND,2000,2,160.51
ND,2000,3,162.23
ND,2000,4,163.45
ND,2001,1,167.65
ND,2001,2,168.78
ND,2001,3,170.11
ND,2001,4,171.45
ND,2002,1,173.52
ND,2002,2,174.97
ND,2002,3,178.94
ND,2002,4,180.81
ND,2003,1,182.05
ND,2003,2,184.81
ND,2003,3,187.42
ND,2003,4,190.92
ND,2004,1,193.02
ND,2004,2,196.06
ND,2004,3,202.31
ND,2004,4,206.44
ND,2005,1,207.5
ND,2005,2,214
ND,2005,3,218.89
ND,2005,4,221.68
ND,2006,1,222.6
ND,2006,2,229.22
ND,2006,3,231.91
ND,2006,4,232.33
ND,2007,1,237.32
ND,2007,2,240.04
ND,2007,3,241.73
ND,2007,4,242.41
ND,2008,1,246.61
ND,2008,2,247.64
ND,2008,3,247.74
ND,2008,4,249.79
ND,2009,1,251.48
ND,2009,2,251.21
ND,2009,3,250.93
ND,2009,4,253.06
ND,2010,1,252.93
ND,2010,2,252.91
ND,2010,3,255.11
ND,2010,4,257.92
ND,2011,1,259.31
ND,2011,2,262.82
ND,2011,3,265.88
ND,2011,4,268.27
ND,2012,1,270.42
ND,2012,2,277.87
ND,2012,3,282.45
ND,2012,4,289.9
ND,2013,1,294.77
ND,2013,2,301.37
ND,2013,3,312.43
ND,2013,4,316.94
ND,2014,1,319.95
ND,2014,2,324.24
ND,2014,3,332.24
ND,2014,4,337.32
ND,2015,1,340.47
ND,2015,2,343.41
ND,2015,3,350.08
ND,2015,4,350.8
ND,2016,1,350.91
ND,2016,2,353.3
ND,2016,3,357.01
ND,2016,4,356.53
ND,2017,1,358.42
ND,2017,2,357.64
ND,2017,3,361.45
ND,2017,4,359.92
ND,2018,1,361.34
ND,2018,2,363.32
ND,2018,3,362.89
ND,2018,4,364.91
ND,2019,1,367.11
ND,2019,2,372.46
ND,2019,3,374.79
ND,2019,4,376.99
ND,2020,1,377.97
ND,2020,2,377.5
ND,2020,3,383.3
ND,2020,4,388.05
ND,2021,1,388.35
ND,2021,2,398.64
ND,2021,3,413.49
ND,2021,4,421.85
NE,1975,1,63.67
NE,1975,2,62.93
NE,1975,3,61.2
NE,1975,4,67.99
NE,1976,1,67.19
NE,1976,2,67.72
NE,1976,3,67.95
NE,1976,4,70.49
NE,1977,1,72.26
NE,1977,2,73.99
NE,1977,3,78.36
NE,1977,4,80.02
NE,1978,1,78.87
NE,1978,2,85.74
NE,1978,3,86.66
NE,1978,4,87.07
NE,1979,1,92.8
NE,1979,2,94.18
NE,1979,3,97.26
NE,1979,4,98.29
NE,1980,1,100
NE,1980,2,103.28
NE,1980,3,101.69
NE,1980,4,105.82
NE,1981,1,102.22
NE,1981,2,103.06
NE,1981,3,100.46
NE,1981,4,100.17
NE,1982,1,106.25
NE,1982,2,107.14
NE,1982,3,109.23
NE,1982,4,108.8
NE,1983,1,108.89
NE,1983,2,109.2
NE,1983,3,111.42
NE,1983,4,112.01
NE,1984,1,110.41
NE,1984,2,112.79
NE,1984,3,112.31
NE,1984,4,111.44
NE,1985,1,111.44
NE,1985,2,112.98
NE,1985,3,113.12
NE,1985,4,114.21
NE,1986,1,115.45
NE,1986,2,115.59
NE,1986,3,115.59
NE,1986,4,117
NE,1987,1,117.53
NE,1987,2,116.9
NE,1987,3,115.47
NE,1987,4,116.06
NE,1988,1,117.08
NE,1988,2,117.8
NE,1988,3,118.55
NE,1988,4,118.25
NE,1989,1,119.47
NE,1989,2,120.54
NE,1989,3,121.79
NE,1989,4,122.72
NE,1990,1,123.68
NE,1990,2,125.7
NE,1990,3,126.91
NE,1990,4,126.99
NE,1991,1,128.18
NE,1991,2,129.56
NE,1991,3,130.74
NE,1991,4,131.49
NE,1992,1,133.25
NE,1992,2,135.06
NE,1992,3,137.12
NE,1992,4,138.12
NE,1993,1,139.34
NE,1993,2,141.07
NE,1993,3,143.28
NE,1993,4,145.5
NE,1994,1,147.4
NE,1994,2,152.18
NE,1994,3,155.72
NE,1994,4,155.7
NE,1995,1,157.72
NE,1995,2,160.63
NE,1995,3,162.97
NE,1995,4,164.02
NE,1996,1,165.93
NE,1996,2,169.47
NE,1996,3,171.97
NE,1996,4,172.92
NE,1997,1,174.46
NE,1997,2,177.85
NE,1997,3,180.07
NE,1997,4,182.46
NE,1998,1,184.06
NE,1998,2,185.25
NE,1998,3,188.02
NE,1998,4,190.23
NE,1999,1,191.66
NE,1999,2,195.22
NE,1999,3,196.01
NE,1999,4,197.29
NE,2000,1,198.48
NE,2000,2,201.33
NE,2000,3,203.14
NE,2000,4,204.59
NE,2001,1,207.28
NE,2001,2,209.56
NE,2001,3,211.36
NE,2001,4,213.05
NE,2002,1,214.77
NE,2002,2,216.12
NE,2002,3,218.18
NE,2002,4,219.62
NE,2003,1,220.79
NE,2003,2,222.02
NE,2003,3,224.41
NE,2003,4,228.04
NE,2004,1,229.21
NE,2004,2,232.52
NE,2004,3,237.15
NE,2004,4,239.08
NE,2005,1,240.73
NE,2005,2,244.17
NE,2005,3,247.68
NE,2005,4,246.95
NE,2006,1,246.91
NE,2006,2,249.48
NE,2006,3,250.54
NE,2006,4,250.75
NE,2007,1,251.68
NE,2007,2,253.51
NE,2007,3,252.46
NE,2007,4,251.98
NE,2008,1,253.95
NE,2008,2,252
NE,2008,3,249.72
NE,2008,4,251
NE,2009,1,253.04
NE,2009,2,251.9
NE,2009,3,249.45
NE,2009,4,249.22
NE,2010,1,246.98
NE,2010,2,248.73
NE,2010,3,251
NE,2010,4,249.68
NE,2011,1,247.46
NE,2011,2,246.63
NE,2011,3,249.07
NE,2011,4,250.74
NE,2012,1,250.4
NE,2012,2,250.76
NE,2012,3,251.88
NE,2012,4,253.19
NE,2013,1,254.63
NE,2013,2,257.44
NE,2013,3,258.82
NE,2013,4,260.54
NE,2014,1,260.53
NE,2014,2,266.38
NE,2014,3,268.78
NE,2014,4,270.4
NE,2015,1,272.24
NE,2015,2,277.05
NE,2015,3,281.75
NE,2015,4,282.72
NE,2016,1,282.6
NE,2016,2,288.37
NE,2016,3,293.74
NE,2016,4,294.6
NE,2017,1,298.09
NE,2017,2,306.64
NE,2017,3,310.29
NE,2017,4,312.12
NE,2018,1,315.26
NE,2018,2,322.03
NE,2018,3,326.79
NE,2018,4,327.71
NE,2019,1,331.84
NE,2019,2,339.05
NE,2019,3,342.23
NE,2019,4,344.22
NE,2020,1,348.29
NE,2020,2,351.01
NE,2020,3,355.62
NE,2020,4,362.84
NE,2021,1,368.84
NE,2021,2,390.91
NE,2021,3,409.87
NE,2021,4,417.85
NH,1975,1,78.45
NH,1975,2,54.32
NH,1975,3,58.91
NH,1975,4,52.68
NH,1976,1,83.13
NH,1976,2,66.15
NH,1976,3,63.99
NH,1976,4,70.93
NH,1977,1,72.27
NH,1977,2,69.23
NH,1977,3,66.99
NH,1977,4,75.79
NH,1978,1,75.05
NH,1978,2,75.1
NH,1978,3,83.53
NH,1978,4,84.95
NH,1979,1,89.45
NH,1979,2,93.29
NH,1979,3,95.58
NH,1979,4,96.15
NH,1980,1,100
NH,1980,2,97.31
NH,1980,3,101.99
NH,1980,4,98.31
NH,1981,1,97.64
NH,1981,2,100.38
NH,1981,3,99.27
NH,1981,4,106.25
NH,1982,1,106.07
NH,1982,2,105.18
NH,1982,3,107.25
NH,1982,4,106.39
NH,1983,1,108.87
NH,1983,2,111.86
NH,1983,3,115.59
NH,1983,4,117.8
NH,1984,1,121.76
NH,1984,2,127.33
NH,1984,3,133.05
NH,1984,4,137.11
NH,1985,1,141.45
NH,1985,2,151.73
NH,1985,3,159.35
NH,1985,4,169.57
NH,1986,1,177.73
NH,1986,2,186.1
NH,1986,3,194.79
NH,1986,4,205.84
NH,1987,1,211.16
NH,1987,2,220.12
NH,1987,3,222.3
NH,1987,4,226.78
NH,1988,1,226
NH,1988,2,228.68
NH,1988,3,228.63
NH,1988,4,228.36
NH,1989,1,228.91
NH,1989,2,225.53
NH,1989,3,229.51
NH,1989,4,229.71
NH,1990,1,225.08
NH,1990,2,215.6
NH,1990,3,210.66
NH,1990,4,203.6
NH,1991,1,200.83
NH,1991,2,197.76
NH,1991,3,193.56
NH,1991,4,193.95
NH,1992,1,194.02
NH,1992,2,189.78
NH,1992,3,188.8
NH,1992,4,189.02
NH,1993,1,187.25
NH,1993,2,189.47
NH,1993,3,189.76
NH,1993,4,190.33
NH,1994,1,190.81
NH,1994,2,187.59
NH,1994,3,184.77
NH,1994,4,184.13
NH,1995,1,184.94
NH,1995,2,187.41
NH,1995,3,191.3
NH,1995,4,193.93
NH,1996,1,194.82
NH,1996,2,194.09
NH,1996,3,196.63
NH,1996,4,197.7
NH,1997,1,199.12
NH,1997,2,201.78
NH,1997,3,204.25
NH,1997,4,207.31
NH,1998,1,210.28
NH,1998,2,214.4
NH,1998,3,218.27
NH,1998,4,222.1
NH,1999,1,225.34
NH,1999,2,231.92
NH,1999,3,239.2
NH,1999,4,243.69
NH,2000,1,253.12
NH,2000,2,261.9
NH,2000,3,271.57
NH,2000,4,279.03
NH,2001,1,285.32
NH,2001,2,295.07
NH,2001,3,305.43
NH,2001,4,310.84
NH,2002,1,319.32
NH,2002,2,330.69
NH,2002,3,340.93
NH,2002,4,348.62
NH,2003,1,354.04
NH,2003,2,359.56
NH,2003,3,368.89
NH,2003,4,383.42
NH,2004,1,389.09
NH,2004,2,399.54
NH,2004,3,417.18
NH,2004,4,425.37
NH,2005,1,436.63
NH,2005,2,446.98
NH,2005,3,457.69
NH,2005,4,463.01
NH,2006,1,466.54
NH,2006,2,463.95
NH,2006,3,462.03
NH,2006,4,465.09
NH,2007,1,463.73
NH,2007,2,460.62
NH,2007,3,453.26
NH,2007,4,452.72
NH,2008,1,452.98
NH,2008,2,441.32
NH,2008,3,426.09
NH,2008,4,424.38
NH,2009,1,425.84
NH,2009,2,413.62
NH,2009,3,400.36
NH,2009,4,398.03
NH,2010,1,394.22
NH,2010,2,391.61
NH,2010,3,396
NH,2010,4,393.73
NH,2011,1,384.9
NH,2011,2,378.19
NH,2011,3,380.27
NH,2011,4,382.03
NH,2012,1,376.63
NH,2012,2,373.48
NH,2012,3,375.46
NH,2012,4,376.71
NH,2013,1,375.63
NH,2013,2,376.41
NH,2013,3,380.82
NH,2013,4,381.1
NH,2014,1,384.81
NH,2014,2,387.68
NH,2014,3,393.78
NH,2014,4,395.34
NH,2015,1,398.83
NH,2015,2,405.09
NH,2015,3,410.12
NH,2015,4,410.51
NH,2016,1,414.09
NH,2016,2,419.5
NH,2016,3,427.01
NH,2016,4,429.22
NH,2017,1,431.99
NH,2017,2,441.98
NH,2017,3,449.69
NH,2017,4,453.28
NH,2018,1,460.08
NH,2018,2,469.1
NH,2018,3,475.83
NH,2018,4,477.97
NH,2019,1,482.67
NH,2019,2,492.34
NH,2019,3,499.17
NH,2019,4,504.93
