State,Year,Quarter,HPI
IA,1990,2,117.17
IA,1990,3,118.77
IA,1990,4,119.73
IA,1991,1,121.32
IA,1991,2,122.64
IA,1991,3,123.74
IA,1991,4,125.61
IA,1992,1,126.02
IA,1992,2,128.07
IA,1992,3,129.72
IA,1992,4,130.86
IA,1993,1,132.06
IA,1993,2,133.97
IA,1993,3,136.67
IA,1993,4,138.23
IA,1994,1,140.82
IA,1994,2,144.43
IA,1994,3,147.14
IA,1994,4,147.21
IA,1995,1,148.93
IA,1995,2,152.19
IA,1995,3,154.32
IA,1995,4,155.78
IA,1996,1,157.9
IA,1996,2,159.25
IA,1996,3,160.7
IA,1996,4,161.71
IA,1997,1,163.3
IA,1997,2,165.1
IA,1997,3,167.58
IA,1997,4,169.01
IA,1998,1,171.2
IA,1998,2,173.35
IA,1998,3,175.24
IA,1998,4,177.46
IA,1999,1,179.05
IA,1999,2,181.7
IA,1999,3,182.82
IA,1999,4,183.99
IA,2000,1,185.93
IA,2000,2,188.39
IA,2000,3,190.91
IA,2000,4,192.33
IA,2001,1,196.4
IA,2001,2,198.5
IA,2001,3,199.85
IA,2001,4,202.32
IA,2002,1,204.07
IA,2002,2,205.06
IA,2002,3,207.66
IA,2002,4,209.41
IA,2003,1,210.75
IA,2003,2,212.34
IA,2003,3,214.97
IA,2003,4,218.35
IA,2004,1,219.98
IA,2004,2,222.29
IA,2004,3,225.46
IA,2004,4,227.95
IA,2005,1,230.53
IA,2005,2,233.31
IA,2005,3,237.05
IA,2005,4,238.83
IA,2006,1,238.82
IA,2006,2,240.29
IA,2006,3,241.72
IA,2006,4,243.64
IA,2007,1,244.52
IA,2007,2,246.65
IA,2007,3,246.53
IA,2007,4,247.92
IA,2008,1,249.29
IA,2008,2,247.95
IA,2008,3,246
IA,2008,4,247.11
IA,2009,1,249.5
IA,2009,2,247.95
IA,2009,3,246.52
IA,2009,4,245.88
IA,2010,1,243.98
IA,2010,2,244.81
IA,2010,3,247.13
IA,2010,4,247.1
IA,2011,1,244.81
IA,2011,2,243.3
IA,2011,3,245.61
IA,2011,4,246.69
IA,2012,1,246.65
IA,2012,2,246.6
IA,2012,3,248.51
IA,2012,4,249.56
IA,2013,1,249.97
IA,2013,2,251.63
IA,2013,3,252.68
IA,2013,4,252.83
IA,2014,1,252.59
IA,2014,2,256.03
IA,2014,3,258.8
IA,2014,4,259.98
IA,2015,1,261.04
IA,2015,2,264.36
IA,2015,3,266.89
IA,2015,4,268.44
IA,2016,1,270.1
IA,2016,2,272.76
IA,2016,3,276.77
IA,2016,4,277.94
IA,2017,1,280.06
IA,2017,2,283.71
IA,2017,3,287.23
IA,2017,4,288.34
IA,2018,1,289.69
IA,2018,2,295.01
IA,2018,3,297.25
IA,2018,4,297.7
IA,2019,1,299.7
IA,2019,2,303.31
IA,2019,3,306.41
IA,2019,4,308.35
IA,2020,1,310.5
IA,2020,2,312.16
IA,2020,3,315.04
IA,2020,4,319.88
IA,2021,1,323.06
IA,2021,2,338.62
IA,2021,3,353.21
IA,2021,4,360.39
ID,1975,1,69.99
ID,1975,2,65.04
ID,1975,3,57.27
ID,1975,4,61.93
ID,1976,1,56.81
ID,1976,2,74.17
ID,1976,3,64.78
ID,1976,4,69.61
ID,1977,1,72.89
ID,1977,2,75.98
ID,1977,3,76.65
ID,1977,4,78.65
ID,1978,1,89.8
ID,1978,2,90.71
ID,1978,3,92.17
ID,1978,4,90.07
ID,1979,1,98.01
ID,1979,2,95.82
ID,1979,3,98.89
ID,1979,4,101.3
ID,1980,1,100
ID,1980,2,101.71
ID,1980,3,104.54
ID,1980,4,102.62
ID,1981,1,110.11
ID,1981,2,101.66
ID,1981,3,102.83
ID,1981,4,119.02
ID,1982,1,93.78
ID,1982,2,109.48
ID,1982,3,104.43
ID,1982,4,111.02
ID,1983,1,110.58
ID,1983,2,106.79
ID,1983,3,106.79
ID,1983,4,108.34
ID,1984,1,110.3
ID,1984,2,108.86
ID,1984,3,110.22
ID,1984,4,113.45
ID,1985,1,108.26
ID,1985,2,113.97
ID,1985,3,115.1
ID,1985,4,112.65
ID,1986,1,115.26
ID,1986,2,112.96
ID,1986,3,114.43
ID,1986,4,114.95
ID,1987,1,116.34
ID,1987,2,113.98
ID,1987,3,110.56
ID,1987,4,110.45
ID,1988,1,113.28
ID,1988,2,114.04
ID,1988,3,111.94
ID,1988,4,111.74
ID,1989,1,115.13
ID,1989,2,116.06
ID,1989,3,117.66
ID,1989,4,118.41
ID,1990,1,120.46
ID,1990,2,125.12
ID,1990,3,127.98
ID,1990,4,127
ID,1991,1,130.41
ID,1991,2,130.81
ID,1991,3,133.6
ID,1991,4,136.74
ID,1992,1,138.26
ID,1992,2,139.63
ID,1992,3,142.88
ID,1992,4,146.77
ID,1993,1,147.94
ID,1993,2,152.78
ID,1993,3,156.94
ID,1993,4,159.91
ID,1994,1,160.97
ID,1994,2,166.72
ID,1994,3,168.7
ID,1994,4,169.64
ID,1995,1,170.62
ID,1995,2,174.74
ID,1995,3,177.85
ID,1995,4,179.91
ID,1996,1,182.11
ID,1996,2,180.53
ID,1996,3,181.18
ID,1996,4,182.71
ID,1997,1,184.45
ID,1997,2,184.75
ID,1997,3,187.76
ID,1997,4,189.99
ID,1998,1,192.01
ID,1998,2,192.85
ID,1998,3,193.82
ID,1998,4,195.24
ID,1999,1,197.08
ID,1999,2,198.07
ID,1999,3,196.37
ID,1999,4,195.87
ID,2000,1,198.88
ID,2000,2,198.78
ID,2000,3,200.44
ID,2000,4,202.58
ID,2001,1,207.81
ID,2001,2,210.13
ID,2001,3,211.2
ID,2001,4,213.66
ID,2002,1,214.1
ID,2002,2,215.15
ID,2002,3,218.43
ID,2002,4,220.69
ID,2003,1,222.7
ID,2003,2,224.59
ID,2003,3,226.39
ID,2003,4,229.48
ID,2004,1,232.22
ID,2004,2,238.32
ID,2004,3,246.38
ID,2004,4,252.79
ID,2005,1,258.97
ID,2005,2,270.77
ID,2005,3,286.81
ID,2005,4,299.95
ID,2006,1,310.5
ID,2006,2,322.31
ID,2006,3,331.18
ID,2006,4,339.39
ID,2007,1,344.27
ID,2007,2,345.03
ID,2007,3,345.52
ID,2007,4,345.66
ID,2008,1,347.05
ID,2008,2,339.14
ID,2008,3,329.61
ID,2008,4,329.65
ID,2009,1,330.54
ID,2009,2,319.41
ID,2009,3,305.54
ID,2009,4,300.49
ID,2010,1,290.7
ID,2010,2,285.92
ID,2010,3,284.81
ID,2010,4,277.9
ID,2011,1,262.83
ID,2011,2,253.31
ID,2011,3,258.23
ID,2011,4,262.93
ID,2012,1,260.77
ID,2012,2,257.58
ID,2012,3,263.36
ID,2012,4,267.1
ID,2013,1,269.66
ID,2013,2,272.52
ID,2013,3,281.13
ID,2013,4,281.31
ID,2014,1,285.7
ID,2014,2,291.12
ID,2014,3,295.33
ID,2014,4,296.66
ID,2015,1,302.23
ID,2015,2,307.64
ID,2015,3,313.86
ID,2015,4,318.63
ID,2016,1,323.01
ID,2016,2,328.96
ID,2016,3,339.84
ID,2016,4,341.32
ID,2017,1,348.01
ID,2017,2,361.48
ID,2017,3,369.68
ID,2017,4,375.12
ID,2018,1,387.45
ID,2018,2,404.9
ID,2018,3,416.5
ID,2018,4,423.6
ID,2019,1,432.28
ID,2019,2,447.49
ID,2019,3,457.6
ID,2019,4,468.12
ID,2020,1,478.31
ID,2020,2,487.72
ID,2020,3,506.24
ID,2020,4,529.9
ID,2021,1,557.81
ID,2021,2,617
ID,2021,3,668.08
ID,2021,4,691.11
IL,1975,1,66.37
IL,1975,2,62.2
IL,1975,3,64.15
IL,1975,4,66.73
IL,1976,1,67.75
IL,1976,2,70.24
IL,1976,3,73.4
IL,1976,4,73.05
IL,1977,1,80.18
IL,1977,2,83.82
IL,1977,3,83.18
IL,1977,4,88.69
IL,1978,1,90.95
IL,1978,2,98.14
IL,1978,3,99.42
IL,1978,4,102.01
IL,1979,1,97.51
IL,1979,2,102.49
IL,1979,3,101.15
IL,1979,4,99.55
IL,1980,1,100
IL,1980,2,100.86
IL,1980,3,102.41
IL,1980,4,95.63
IL,1981,1,101.78
IL,1981,2,106.62
IL,1981,3,103.09
IL,1981,4,104.37
IL,1982,1,95.07
IL,1982,2,94.88
IL,1982,3,87.17
IL,1982,4,102.5
IL,1983,1,100.91
IL,1983,2,104.32
IL,1983,3,105.58
IL,1983,4,106.74
IL,1984,1,107.48
IL,1984,2,110.26
IL,1984,3,110.9
IL,1984,4,112.46
IL,1985,1,113.27
IL,1985,2,114.67
IL,1985,3,116.04
IL,1985,4,118.01
IL,1986,1,119.78
IL,1986,2,122.41
IL,1986,3,125.15
IL,1986,4,128.08
IL,1987,1,130.53
IL,1987,2,135.24
IL,1987,3,138.41
IL,1987,4,140.32
IL,1988,1,143.32
IL,1988,2,147.88
IL,1988,3,151.23
IL,1988,4,152.54
IL,1989,1,155.59
IL,1989,2,158.56
IL,1989,3,162.1
IL,1989,4,164.03
IL,1990,1,165.89
IL,1990,2,167.74
IL,1990,3,169.7
IL,1990,4,170.17
IL,1991,1,172.22
IL,1991,2,174.04
IL,1991,3,175.27
IL,1991,4,177.66
IL,1992,1,178.86
IL,1992,2,180.44
IL,1992,3,182.17
IL,1992,4,183.8
IL,1993,1,184.93
IL,1993,2,186.63
IL,1993,3,188.56
IL,1993,4,190.23
IL,1994,1,192.85
IL,1994,2,195.57
IL,1994,3,197.29
IL,1994,4,197.61
IL,1995,1,199.6
IL,1995,2,202.47
IL,1995,3,204.9
IL,1995,4,206.79
IL,1996,1,208.98
IL,1996,2,209.71
IL,1996,3,210.64
IL,1996,4,212.7
IL,1997,1,214.08
IL,1997,2,215.64
IL,1997,3,217.83
IL,1997,4,219.85
IL,1998,1,221.74
IL,1998,2,222.63
IL,1998,3,224.76
IL,1998,4,226.46
IL,1999,1,228.49
IL,1999,2,231.2
IL,1999,3,234.6
IL,1999,4,236.94
IL,2000,1,241.62
IL,2000,2,245.76
IL,2000,3,249.81
IL,2000,4,252.65
IL,2001,1,255.96
IL,2001,2,260.41
IL,2001,3,265.24
IL,2001,4,267.7
IL,2002,1,272.32
IL,2002,2,277.15
IL,2002,3,280.72
IL,2002,4,283.91
IL,2003,1,286.89
IL,2003,2,289.82
IL,2003,3,293.91
IL,2003,4,303.1
IL,2004,1,306.38
IL,2004,2,313.38
IL,2004,3,323.7
IL,2004,4,328.33
IL,2005,1,335.08
IL,2005,2,342.93
IL,2005,3,350.11
IL,2005,4,356.46
IL,2006,1,361.15
IL,2006,2,363.96
IL,2006,3,366.71
IL,2006,4,370.78
IL,2007,1,373.03
IL,2007,2,371.82
IL,2007,3,368.82
IL,2007,4,370.03
IL,2008,1,368.45
IL,2008,2,360.97
IL,2008,3,348.82
IL,2008,4,347.7
IL,2009,1,346.24
IL,2009,2,336.33
IL,2009,3,325.73
IL,2009,4,322.55
IL,2010,1,317.28
IL,2010,2,313.57
IL,2010,3,316.83
IL,2010,4,314.68
IL,2011,1,303.94
IL,2011,2,297.71
IL,2011,3,299.89
IL,2011,4,299.8
IL,2012,1,296
IL,2012,2,292.24
IL,2012,3,295.6
IL,2012,4,295.66
IL,2013,1,293.78
IL,2013,2,295.62
IL,2013,3,296.25
IL,2013,4,297.35
IL,2014,1,298.2
IL,2014,2,303.73
IL,2014,3,307.9
IL,2014,4,309.17
IL,2015,1,312.53
IL,2015,2,315.28
IL,2015,3,316.41
IL,2015,4,317.87
IL,2016,1,319.32
IL,2016,2,323.6
IL,2016,3,328.23
IL,2016,4,329.14
IL,2017,1,327.97
IL,2017,2,332.1
IL,2017,3,336.13
IL,2017,4,336.77
IL,2018,1,338.49
IL,2018,2,340.56
IL,2018,3,341.77
IL,2018,4,341.3
IL,2019,1,344.34
IL,2019,2,349.29
IL,2019,3,352.67
IL,2019,4,354.3
IL,2020,1,355.92
IL,2020,2,357.85
IL,2020,3,361.6
IL,2020,4,366.17
IL,2021,1,370.34
IL,2021,2,387.15
IL,2021,3,400.49
IL,2021,4,409.83
IN,1975,1,66.03
IN,1975,2,60.88
IN,1975,3,61.98
IN,1975,4,63.36
IN,1976,1,62.32
IN,1976,2,65.7
IN,1976,3,65.68
IN,1976,4,68.61
IN,1977,1,71.13
IN,1977,2,71.21
IN,1977,3,73.94
IN,1977,4,78.13
IN,1978,1,81.94
IN,1978,2,84.54
IN,1978,3,86.97
IN,1978,4,89.6
IN,1979,1,93.17
IN,1979,2,96.41
IN,1979,3,97.88
IN,1979,4,97.81
IN,1980,1,100
IN,1980,2,99.49
IN,1980,3,102.07
IN,1980,4,101.36
IN,1981,1,103.97
IN,1981,2,102.79
IN,1981,3,104.82
IN,1981,4,106.94
IN,1982,1,104.55
IN,1982,2,103.73
IN,1982,3,95.38
IN,1982,4,103.93
IN,1983,1,105.99
IN,1983,2,106.04
IN,1983,3,105.73
IN,1983,4,105.23
IN,1984,1,105.18
IN,1984,2,107.78
IN,1984,3,106.75
IN,1984,4,108.91
IN,1985,1,109.74
IN,1985,2,111.34
IN,1985,3,111.93
IN,1985,4,113.63
IN,1986,1,114.93
IN,1986,2,116.97
IN,1986,3,118.67
IN,1986,4,120.2
IN,1987,1,121.93
IN,1987,2,123.42
IN,1987,3,124.93
IN,1987,4,125.35
IN,1988,1,128.11
IN,1988,2,129.82
IN,1988,3,130.42
IN,1988,4,131.74
IN,1989,1,132.87
IN,1989,2,134.71
IN,1989,3,137.06
IN,1989,4,137.57
IN,1990,1,138.42
IN,1990,2,139.79
IN,1990,3,141.09
IN,1990,4,141.57
IN,1991,1,143.75
IN,1991,2,144.95
IN,1991,3,146.03
IN,1991,4,148.16
IN,1992,1,149.45
IN,1992,2,150.77
IN,1992,3,153.09
IN,1992,4,153.9
IN,1993,1,154.94
IN,1993,2,156.5
IN,1993,3,158.39
IN,1993,4,159.88
IN,1994,1,161.61
IN,1994,2,164.01
IN,1994,3,165.91
IN,1994,4,166.15
IN,1995,1,168.21
IN,1995,2,171.13
IN,1995,3,174.16
IN,1995,4,176.11
IN,1996,1,178.3
IN,1996,2,180
IN,1996,3,181.38
IN,1996,4,183.63
IN,1997,1,185.01
IN,1997,2,186.92
IN,1997,3,189.64
IN,1997,4,192.04
IN,1998,1,193.84
IN,1998,2,195.54
IN,1998,3,197.75
IN,1998,4,199.49
IN,1999,1,201.38
IN,1999,2,202.4
IN,1999,3,203.55
IN,1999,4,204.58
IN,2000,1,206.14
IN,2000,2,207.89
IN,2000,3,210.72
IN,2000,4,212.63
IN,2001,1,217.11
IN,2001,2,218.91
IN,2001,3,220.42
IN,2001,4,222.41
IN,2002,1,224.05
IN,2002,2,224.71
IN,2002,3,227.15
IN,2002,4,228.19
IN,2003,1,230.02
IN,2003,2,231.15
IN,2003,3,232.78
IN,2003,4,234.81
IN,2004,1,236.14
IN,2004,2,236.91
IN,2004,3,239.61
IN,2004,4,242.19
IN,2005,1,243.83
IN,2005,2,246
IN,2005,3,249.65
IN,2005,4,250.17
IN,2006,1,250.2
IN,2006,2,249.77
IN,2006,3,251.18
IN,2006,4,253.74
IN,2007,1,254.53
IN,2007,2,255.33
IN,2007,3,254.31
IN,2007,4,254.79
IN,2008,1,256.7
IN,2008,2,254.79
IN,2008,3,250.89
IN,2008,4,250.49
IN,2009,1,254.35
IN,2009,2,250.33
IN,2009,3,245.91
IN,2009,4,245.9
IN,2010,1,242.49
IN,2010,2,242.75
IN,2010,3,245.92
IN,2010,4,245.43
IN,2011,1,240.01
IN,2011,2,237.96
IN,2011,3,240.77
IN,2011,4,242.1
IN,2012,1,239.87
IN,2012,2,239.42
IN,2012,3,241.55
IN,2012,4,242.2
IN,2013,1,242.21
IN,2013,2,242.61
IN,2013,3,243.42
IN,2013,4,243.55
IN,2014,1,243.28
IN,2014,2,247.21
IN,2014,3,249.8
IN,2014,4,250.95
IN,2015,1,253.76
IN,2015,2,257.03
IN,2015,3,257.93
IN,2015,4,259.73
IN,2016,1,259.71
IN,2016,2,264.94
IN,2016,3,268.68
IN,2016,4,270.18
IN,2017,1,270.75
IN,2017,2,275.98
IN,2017,3,280.86
IN,2017,4,283.13
IN,2018,1,287.71
IN,2018,2,294.59
IN,2018,3,298.16
IN,2018,4,300.42
IN,2019,1,304.49
IN,2019,2,310.1
IN,2019,3,314.65
IN,2019,4,318
IN,2020,1,321.64
IN,2020,2,325.29
IN,2020,3,332.28
IN,2020,4,340.33
IN,2021,1,347.07
IN,2021,2,367.06
IN,2021,3,385.72
IN,2021,4,397.93
KS,1975,1,61.81
KS,1975,2,62.22
KS,1975,3,63.29
KS,1975,4,64.57
KS,1976,1,66.57
KS,1976,2,67.24
KS,1976,3,68.52
KS,1976,4,70.42
KS,1977,1,72.55
KS,1977,2,75.78
KS,1977,3,77.37
KS,1977,4,79.61
KS,1978,1,82.33
KS,1978,2,84.87
KS,1978,3,88.34
KS,1978,4,90.15
KS,1979,1,92.08
KS,1979,2,94.12
KS,1979,3,97.35
KS,1979,4,97.8
KS,1980,1,100
KS,1980,2,101.34
KS,1980,3,102.19
KS,1980,4,103.93
KS,1981,1,98.21
KS,1981,2,103.01
KS,1981,3,103.23
KS,1981,4,104.94
KS,1982,1,103.39
KS,1982,2,104.09
KS,1982,3,104.83
KS,1982,4,105
KS,1983,1,105.99
KS,1983,2,108.54
KS,1983,3,106.32
KS,1983,4,107.42
KS,1984,1,107.51
KS,1984,2,107.84
KS,1984,3,107.44
KS,1984,4,107.3
KS,1985,1,108.48
KS,1985,2,108.97
KS,1985,3,109.53
KS,1985,4,110.29
KS,1986,1,112.5
KS,1986,2,113
KS,1986,3,114.07
KS,1986,4,114.53
KS,1987,1,115.36
KS,1987,2,117.23
KS,1987,3,116.88
KS,1987,4,116.14
KS,1988,1,116.61
KS,1988,2,117.74
KS,1988,3,116.76
KS,1988,4,118.37
KS,1989,1,117.4
KS,1989,2,119.45
KS,1989,3,119.09
KS,1989,4,119.68
KS,1990,1,119.57
KS,1990,2,119.01
KS,1990,3,119.22
KS,1990,4,118.8
KS,1991,1,119.27
KS,1991,2,120.1
KS,1991,3,120.34
KS,1991,4,121.83
KS,1992,1,122.55
KS,1992,2,123.07
KS,1992,3,124.52
KS,1992,4,124.86
KS,1993,1,125.66
KS,1993,2,126.6
KS,1993,3,128.37
KS,1993,4,129.59
KS,1994,1,131.72
KS,1994,2,135.67
KS,1994,3,137.31
KS,1994,4,138.45
KS,1995,1,139.8
KS,1995,2,142.61
KS,1995,3,143.98
KS,1995,4,146.11
KS,1996,1,146.59
KS,1996,2,149.3
KS,1996,3,151.02
KS,1996,4,152.34
KS,1997,1,152.84
KS,1997,2,155.15
KS,1997,3,156.99
KS,1997,4,158.85
KS,1998,1,160.71
KS,1998,2,162.31
KS,1998,3,165.09
KS,1998,4,166.84
KS,1999,1,168.67
KS,1999,2,171.96
KS,1999,3,173.85
KS,1999,4,174.94
KS,2000,1,178.44
KS,2000,2,179.78
KS,2000,3,182.38
KS,2000,4,184.19
KS,2001,1,187.84
KS,2001,2,190.07
KS,2001,3,192.2
KS,2001,4,193.89
KS,2002,1,196.47
KS,2002,2,198.37
KS,2002,3,200.35
KS,2002,4,201.92
KS,2003,1,203.47
KS,2003,2,204.91
KS,2003,3,206.41
KS,2003,4,209.67
KS,2004,1,211.63
KS,2004,2,213.86
KS,2004,3,216.08
KS,2004,4,218.78
KS,2005,1,220.89
KS,2005,2,224
KS,2005,3,226.62
KS,2005,4,227.77
KS,2006,1,228.9
KS,2006,2,230.89
KS,2006,3,232.82
KS,2006,4,235.04
KS,2007,1,236.39
KS,2007,2,239
KS,2007,3,238.35
KS,2007,4,238.5
KS,2008,1,240.13
KS,2008,2,238.6
KS,2008,3,235.74
KS,2008,4,236.16
KS,2009,1,238.98
KS,2009,2,237.31
KS,2009,3,235.56
KS,2009,4,235.09
KS,2010,1,233.37
KS,2010,2,232.87
KS,2010,3,235.49
KS,2010,4,235.35
KS,2011,1,231.57
KS,2011,2,228.03
KS,2011,3,230.69
KS,2011,4,232.64
KS,2012,1,230.94
KS,2012,2,229.78
KS,2012,3,232.04
KS,2012,4,232.34
KS,2013,1,233.29
KS,2013,2,231.95
KS,2013,3,234.5
KS,2013,4,233.87
KS,2014,1,234.7
KS,2014,2,237.97
KS,2014,3,241.49
KS,2014,4,241.45
KS,2015,1,243.52
KS,2015,2,246.3
KS,2015,3,249.36
KS,2015,4,249.42
KS,2016,1,251.52
KS,2016,2,256.63
KS,2016,3,260.43
KS,2016,4,262.22
KS,2017,1,261.83
KS,2017,2,268.91
KS,2017,3,271.54
KS,2017,4,272.24
KS,2018,1,276.71
KS,2018,2,281.81
KS,2018,3,282.89
KS,2018,4,285.37
KS,2019,1,287.56
KS,2019,2,292.67
KS,2019,3,296.4
KS,2019,4,298.13
KS,2020,1,302.15
KS,2020,2,305.15
KS,2020,3,311.36
KS,2020,4,317.76
KS,2021,1,323.53
KS,2021,2,341.78
KS,2021,3,357.2
KS,2021,4,363.17
KY,1975,1,64.15
KY,1975,2,65.69
KY,1975,3,67
KY,1975,4,68.31
KY,1976,1,69.47
KY,1976,2,68.55
KY,1976,3,69.04
KY,1976,4,69.35
KY,1977,1,69.85
KY,1977,2,73.41
KY,1977,3,76.59
KY,1977,4,78.49
KY,1978,1,81.56
KY,1978,2,83.88
KY,1978,3,88.49
KY,1978,4,91.71
KY,1979,1,95.57
KY,1979,2,97.65
KY,1979,3,96.81
KY,1979,4,99.33
KY,1980,1,100
KY,1980,2,100.99
KY,1980,3,101.15
KY,1980,4,104.56
KY,1981,1,107.37
KY,1981,2,105.69
KY,1981,3,103.27
KY,1981,4,103.57
KY,1982,1,106.42
KY,1982,2,106.43
KY,1982,3,104.59
KY,1982,4,107.02
KY,1983,1,108.52
KY,1983,2,109.62
KY,1983,3,109.98
KY,1983,4,109.09
KY,1984,1,112.68
KY,1984,2,110.56
KY,1984,3,112.67
KY,1984,4,112.64
KY,1985,1,114.15
KY,1985,2,115.33
KY,1985,3,114.72
KY,1985,4,116.95
KY,1986,1,118.65
KY,1986,2,120.67
KY,1986,3,120.82
KY,1986,4,123.5
KY,1987,1,125
KY,1987,2,126.28
KY,1987,3,129.12
KY,1987,4,129.3
KY,1988,1,131.68
KY,1988,2,132.78
KY,1988,3,135.01
KY,1988,4,136.31
KY,1989,1,137.91
KY,1989,2,138.85
KY,1989,3,141.8
KY,1989,4,142.39
KY,1990,1,142.96
KY,1990,2,144.19
KY,1990,3,145.21
KY,1990,4,144.87
KY,1991,1,147.28
KY,1991,2,148.5
KY,1991,3,149.27
KY,1991,4,151.19
KY,1992,1,152.22
KY,1992,2,153.46
KY,1992,3,155.5
KY,1992,4,156.81
KY,1993,1,157.66
KY,1993,2,159.5
KY,1993,3,160.7
KY,1993,4,162.63
KY,1994,1,165.32
KY,1994,2,169.64
KY,1994,3,171.09
KY,1994,4,172.98
KY,1995,1,174.91
KY,1995,2,177.78
KY,1995,3,180.26
KY,1995,4,181.99
KY,1996,1,184.19
KY,1996,2,185.88
KY,1996,3,187.74
KY,1996,4,189.63
KY,1997,1,192.56
KY,1997,2,193.63
KY,1997,3,195.85
KY,1997,4,198.27
KY,1998,1,200.04
KY,1998,2,202.41
KY,1998,3,204.88
KY,1998,4,207.56
KY,1999,1,209.4
KY,1999,2,211.74
KY,1999,3,213.64
KY,1999,4,215.37
KY,2000,1,218.61
KY,2000,2,220.58
KY,2000,3,222.46
KY,2000,4,225.3
KY,2001,1,229.65
KY,2001,2,231.71
KY,2001,3,233.63
KY,2001,4,235.49
KY,2002,1,237.35
KY,2002,2,238.98
KY,2002,3,241.5
KY,2002,4,243.78
KY,2003,1,245.81
KY,2003,2,247.73
KY,2003,3,249.81
KY,2003,4,253.46
KY,2004,1,256.52
KY,2004,2,258.75
KY,2004,3,261.86
KY,2004,4,266.82
KY,2005,1,268.67
KY,2005,2,272.38
KY,2005,3,276.91
KY,2005,4,278.27
KY,2006,1,280.9
KY,2006,2,281.82
KY,2006,3,283.02
KY,2006,4,286.1
KY,2007,1,288.56
KY,2007,2,289.32
KY,2007,3,288.88
KY,2007,4,292
KY,2008,1,293.32
KY,2008,2,293.19
KY,2008,3,288.7
KY,2008,4,290.51
KY,2009,1,293.01
KY,2009,2,290.15
KY,2009,3,286.76
KY,2009,4,286.71
KY,2010,1,284.8
KY,2010,2,283.59
KY,2010,3,287.61
KY,2010,4,287.2
KY,2011,1,283.08
KY,2011,2,280.27
KY,2011,3,282.5
KY,2011,4,283.59
KY,2012,1,283.28
KY,2012,2,282.26
KY,2012,3,284.5
KY,2012,4,285.6
KY,2013,1,285.45
KY,2013,2,286.24
KY,2013,3,285.83
KY,2013,4,284.61
KY,2014,1,284.88
KY,2014,2,289.17
KY,2014,3,290.57
KY,2014,4,292.71
KY,2015,1,295.48
KY,2015,2,299.08
KY,2015,3,300.71
KY,2015,4,303.1
KY,2016,1,304.78
KY,2016,2,310.26
KY,2016,3,313.52
KY,2016,4,315.38
KY,2017,1,318.23
KY,2017,2,324.63
KY,2017,3,329.16
KY,2017,4,329.86
KY,2018,1,334.5
KY,2018,2,338.7
KY,2018,3,341.45
KY,2018,4,343.19
KY,2019,1,346.69
KY,2019,2,352.22
KY,2019,3,357.51
KY,2019,4,359.69
KY,2020,1,363.78
KY,2020,2,367.75
KY,2020,3,374.45
KY,2020,4,382.02
KY,2021,1,388.83
KY,2021,2,406.86
KY,2021,3,427.36
KY,2021,4,440.79
LA,1975,1,51.69
LA,1975,2,55.12
LA,1975,3,52.89
LA,1975,4,55.63
LA,1976,1,58.84
LA,1976,2,58.85
LA,1976,3,58.17
LA,1976,4,61.73
LA,1977,1,62.77
LA,1977,2,65.19
LA,1977,3,62.65
LA,1977,4,68.5
LA,1978,1,73.05
LA,1978,2,73.37
LA,1978,3,77.74
LA,1978,4,81.97
LA,1979,1,87.97
LA,1979,2,91.92
LA,1979,3,95.7
LA,1979,4,97.48
LA,1980,1,100
LA,1980,2,99.31
LA,1980,3,100.96
LA,1980,4,102.67
LA,1981,1,106.6
LA,1981,2,108.35
LA,1981,3,111.15
LA,1981,4,112.96
LA,1982,1,110.12
LA,1982,2,114.5
LA,1982,3,115.24
LA,1982,4,115.08
LA,1983,1,116.04
LA,1983,2,117.04
LA,1983,3,115.67
LA,1983,4,116.42
LA,1984,1,116.57
LA,1984,2,117.22
LA,1984,3,115.93
LA,1984,4,114.6
LA,1985,1,111.58
LA,1985,2,113.16
LA,1985,3,113.21
LA,1985,4,110.77
LA,1986,1,113.69
LA,1986,2,114.39
LA,1986,3,111.76
LA,1986,4,110.68
LA,1987,1,110.75
LA,1987,2,110.31
LA,1987,3,104.91
LA,1987,4,104.81
LA,1988,1,101.98
LA,1988,2,102.4
LA,1988,3,101.12
LA,1988,4,99.74
LA,1989,1,100.53
LA,1989,2,100.56
LA,1989,3,102.35
LA,1989,4,102.22
LA,1990,1,101.64
LA,1990,2,102.53
LA,1990,3,103.07
LA,1990,4,103.58
LA,1991,1,103.01
LA,1991,2,105.35
LA,1991,3,106.32
LA,1991,4,108.04
LA,1992,1,109.33
LA,1992,2,110.41
LA,1992,3,111.86
LA,1992,4,112.97
LA,1993,1,113.78
LA,1993,2,115.83
LA,1993,3,117.86
LA,1993,4,119.46
LA,1994,1,121.57
LA,1994,2,124.31
LA,1994,3,125.53
LA,1994,4,125.42
LA,1995,1,126.91
LA,1995,2,129.5
LA,1995,3,131.49
LA,1995,4,132.86
LA,1996,1,134.78
LA,1996,2,136.45
LA,1996,3,137.27
LA,1996,4,139.28
LA,1997,1,140.68
LA,1997,2,141.63
LA,1997,3,143.6
LA,1997,4,145.94
LA,1998,1,147.93
LA,1998,2,149.25
LA,1998,3,151.75
LA,1998,4,153.18
LA,1999,1,154.56
LA,1999,2,156.17
LA,1999,3,157.3
LA,1999,4,157.74
LA,2000,1,160.11
